Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
Randy White,4,0,0,0,0,0,0,0,0,0,281,7.4,4.9,0.6,0.5,0.7,0.1,2083,1366,175,127,209,27,40.1,70.7,19.3,40.8,109,95,-3.3,-4.4,11.0,1.9
Rodney White,3,0,0,0,0,0,0,0,0,0,218,7.1,2.2,1.1,0.3,0.5,0.4,1540,485,237,65,118,91,42.4,74.9,31.4,45.5,103,92,-1.5,-3.8,12.3,1.8
Rory White,3,0,0,0,0,0,0,0,0,0,324,7.4,2.3,0.7,0.2,0.6,0.0,2387,749,232,52,187,1,50.6,68.1,7.7,50.6,112,105,-1.3,-2.9,12.4,6.5
Royce White,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,-,-,0.0,117,0,0.0,-10.4,-8.3,0.0
Rudy White,2,0,0,0,0,0,0,0,0,0,124,3.1,1.0,0.9,0.1,0.4,0.0,384,120,112,7,52,0,40.8,74.2,0.0,40.8,106,88,-0.9,-5.1,9.2,0.2
Tony White,1,0,0,0,0,0,0,0,0,0,49,5.3,0.6,1.2,0.0,0.4,0.0,261,31,59,2,20,0,44.6,72.2,0.0,44.6,115,94,-0.8,-7.5,9.4,-0.3
Willie White,2,0,0,0,0,0,0,0,0,0,82,3.7,1.0,1.0,0.0,0.3,0.1,302,80,82,4,23,10,43.2,74.1,31.3,44.9,109,97,-0.3,-4.1,13.2,0.3
Isaiah Whitehead,1,0,0,0,0,0,0,0,0,0,89,7.2,2.4,2.4,0.4,0.6,0.6,643,210,212,38,50,51,41.1,78.8,30.5,45.4,112,91,-1.4,-4.9,7.9,-0.9
Jerome Whitehead,5,0,0,0,0,0,0,0,0,0,679,6.5,4.8,0.6,0.3,0.4,0.0,4423,3268,374,200,251,0,49.7,71.8,0.0,49.7,111,107,-4.4,-3.5,12.0,16.4
Donald Whiteside,1,0,0,0,0,0,0,0,0,0,30,2.0,0.4,1.2,0.0,0.4,0.4,61,13,37,0,11,12,33.3,64.7,32.4,43.9,112,96,-0.3,-6.9,7.2,0.1
Hassan Whiteside,5,1,0,0,0,1,0,0,1,0,299,13.6,11.6,0.6,2.5,0.6,0.0,4067,3460,172,736,186,4,56.9,60.7,26.7,57.0,98,113,4.7,0.3,24.0,32.7
Dwayne Whitfield,4,0,0,0,0,0,0,0,0,0,8,5.0,3.1,0.3,0.3,0.4,0.0,40,25,2,2,3,0,43.3,63.6,-,43.3,113,97,-0.2,-8.5,9.3,0.0
Chris Whitney,1,0,0,0,0,0,0,0,0,0,579,6.5,1.4,2.8,0.1,0.6,1.0,3738,815,1613,32,351,552,39.5,87.5,36.1,48.3,108,109,2.0,-1.2,13.8,21.2
Hank Whitney,4,0,0,0,0,0,0,0,0,0,145,9.2,7.6,1.2,-,-,0.0,1339,1102,168,-,-,0,40.3,69.2,0.0,40.3,-,-,-,-,14.9,3.5
Hawkeye Whitney,2,0,0,0,0,0,0,0,0,0,70,5.8,2.1,1.2,0.1,0.8,0.0,404,146,87,7,59,2,46.2,75.0,28.6,46.4,105,98,0.0,-1.8,11.8,1.3
Shayne Whittington,4,0,0,0,0,0,0,0,0,0,27,2.5,1.5,0.3,0.1,0.2,0.0,68,41,9,3,6,1,45.3,76.0,12.5,46.2,101,106,0.0,-0.9,16.5,0.4
Sidney Wicks,4,0,0,4,0,0,0,0,0,0,760,16.8,8.7,3.2,0.7,1.0,0.0,12803,6620,2437,431,592,0,45.9,68.5,0.0,45.9,101,95,12.9,0.6,16.2,42.4
Ron Widby,4,0,0,0,0,0,0,0,0,0,20,2.9,2.3,0.2,-,-,0.0,58,45,4,-,-,0,38.6,57.1,0.0,38.6,-,-,-,-,11.5,0.0
Murray Wier,1,0,0,0,0,0,0,0,0,0,56,7.7,-,1.9,-,-,-,429,,107,-,-,-,32.7,69.3,-,-,-,-,-,-,-,1.6
Bob Wiesenhahn,3,0,0,0,0,0,0,0,0,0,60,2.0,1.9,0.4,-,-,-,119,112,23,-,-,-,31.7,56.7,-,-,-,-,-,-,7.5,-0.7
Andrew Wiggins,3,1,0,0,0,0,0,0,0,0,357,19.5,4.1,2.1,0.5,1.0,1.0,6946,1474,748,192,373,363,44.3,74.1,33.4,47.5,114,104,-1.4,-2.4,14.8,12.8
Mitchell Wiggins,2,0,0,0,0,0,0,0,0,0,389,10.0,3.2,1.6,0.1,1.0,0.0,3877,1235,609,34,397,14,46.0,75.5,19.2,46.2,107,106,2.5,-0.8,13.8,15.2
Ken Wilburn,3,0,0,0,0,0,0,0,0,0,54,3.9,3.9,0.5,-,-,0.0,208,212,29,-,-,0,39.1,50.6,-,39.1,-,-,-,-,13.5,0.1
C.J. Wilcox,2,0,0,0,0,0,0,0,0,0,66,2.0,0.5,0.5,0.1,0.2,0.3,132,31,30,4,15,19,37.0,81.3,33.3,44.1,109,92,-0.3,-5.2,8.8,0.1
Chris Wilcox,5,0,0,0,0,0,0,0,0,0,628,8.2,4.9,0.7,0.4,0.5,0.0,5150,3076,455,246,322,0,54.1,64.3,0.0,54.1,108,109,1.2,-1.6,15.5,26.9
D.C. Wilcutt,1,0,0,0,0,0,0,0,0,0,59,2.2,-,1.4,-,-,-,128,,80,-,-,-,33.9,73.3,-,-,-,-,-,-,-,1.1
Gene Wiley,5,0,0,0,0,0,0,0,0,0,309,4.2,7.2,0.8,-,-,0.0,1291,2214,254,-,-,0,46.9,50.6,-,46.9,-,-,-,-,9.3,8.3
Jacob Wiley,4,0,0,0,0,0,0,0,0,0,5,0.8,2.2,0.4,0.0,0.2,0.2,4,11,2,0,1,1,25.0,50.0,50.0,37.5,108,119,0.0,-3.0,8.2,0.1
Michael Wiley,4,0,0,0,0,0,0,0,0,0,94,7.4,2.6,0.7,0.2,0.5,0.0,692,246,63,22,48,0,56.1,70.9,0.0,56.1,111,112,0.1,-1.6,17.0,2.9
Morlon Wiley,1,0,0,0,0,0,0,0,0,0,295,3.7,1.2,2.4,0.1,0.8,0.4,1078,341,722,17,243,130,41.2,70.7,35.4,47.5,111,99,-0.9,-3.0,10.6,2.7
Win Wilfong,1,0,0,0,0,0,0,0,0,0,268,6.8,3.4,2.1,-,-,-,1826,910,565,-,-,-,36.1,74.4,-,-,-,-,-,-,10.8,2.7
Lenny Wilkens,1,0,1,9,0,0,0,1,0,0,1077,16.5,4.7,6.7,0.2,1.3,-,17772,5030,7211,26,174,-,43.2,77.4,-,-,100,,3.7,2.0,16.8,95.5
Bob Wilkerson,3,0,0,0,0,0,0,0,0,0,536,10.1,4.2,3.4,0.3,1.3,0.0,5424,2236,1835,141,671,11,42.5,75.1,16.7,42.6,105,93,0.6,-1.8,11.1,8.2
Jamaal Wilkes,3,0,1,3,0,2,0,0,0,0,828,17.7,6.2,2.5,0.3,1.3,0.0,14644,5117,2050,262,1049,7,49.9,75.9,13.5,50.0,103,110,16.1,0.3,16.5,71.3
James Wilkes,3,0,0,0,0,0,0,0,0,0,114,4.8,2.4,0.9,0.3,0.5,0.0,547,274,104,31,58,0,46.3,72.3,0.0,46.3,107,102,-0.1,-2.3,11.2,2.0
Damien Wilkins,3,0,0,0,0,0,0,0,0,0,582,6.2,2.3,1.4,0.2,0.7,0.4,3604,1362,796,130,431,205,42.6,78.3,32.7,45.8,111,103,0.7,-1.8,11.5,12.1
Dominique Wilkins,3,0,1,9,7,0,1,0,0,0,1074,24.8,6.7,2.5,0.6,1.3,0.7,26668,7169,2677,642,1378,711,46.1,81.1,31.9,47.8,108,112,41.8,2.3,21.6,117.5
Eddie Lee Wilkins,4,0,0,0,0,0,0,0,0,0,322,4.8,3.1,0.2,0.2,0.3,0.0,1534,1002,62,60,82,0,47.0,56.4,0.0,47.0,109,97,-4.6,-6.8,10.2,2.5
Gerald Wilkins,2,0,0,0,0,0,0,0,0,0,900,13.0,2.9,3.0,0.2,1.0,0.5,11736,2646,2697,208,907,418,45.0,74.5,31.6,47.0,109,103,5.6,-1.1,13.0,33.9
Jeff Wilkins,5,0,0,0,0,0,0,0,0,0,454,7.9,5.7,1.0,0.5,0.4,0.0,3575,2574,462,246,178,0,45.9,74.3,0.0,45.9,107,97,-4.8,-3.9,10.5,8.8
Dale Wilkinson,4,0,0,0,0,0,0,0,0,0,12,1.2,0.3,0.2,0.0,0.0,0.0,14,4,2,0,0,0,25.0,85.7,0.0,25.0,115,75,-0.1,-13.4,-1.3,-0.1
Mike Wilks,1,0,0,0,0,0,0,0,0,0,233,2.5,1.0,1.2,0.0,0.4,0.1,591,228,271,10,82,34,40.2,74.1,32.1,43.3,108,101,-0.8,-3.5,10.0,2.5
Aaron Williams,4,0,0,0,0,0,0,0,0,0,715,5.8,3.9,0.7,0.8,0.4,0.0,4120,2790,485,539,282,1,49.3,74.0,6.3,49.3,102,107,2.8,-1.1,13.9,28.7
Al Williams,4,0,0,0,0,0,0,0,0,0,11,3.9,2.4,0.5,-,-,0.0,43,26,5,-,-,0,44.2,50.0,-,44.2,-,-,-,-,15.3,0.0
Alan Williams,4,0,0,0,0,0,0,0,0,0,62,6.4,5.7,0.6,0.6,0.6,0.0,395,352,36,38,36,0,50.2,63.0,0.0,50.2,105,110,0.1,-1.6,18.8,2.3
Alvin Williams,1,0,0,0,0,0,0,0,0,0,460,9.0,2.5,4.1,0.2,1.2,0.5,4161,1140,1877,109,549,208,42.1,76.0,31.3,44.8,106,103,3.6,-0.9,13.7,21.7
Art Williams,1,0,0,0,0,0,0,0,0,0,548,5.3,3.1,4.4,0.0,0.7,0.0,2892,1712,2397,3,51,0,41.0,72.9,-,41.0,93,96,0.4,0.2,13.6,17.7
Bernie Williams,2,0,0,0,0,0,0,0,0,0,283,9.3,1.8,2.0,0.0,0.2,0.2,2622,523,556,0,1,29,40.6,82.4,23.2,41.2,110,77,-0.1,-9.8,11.2,1.7
Bob Williams,4,0,0,0,0,0,0,0,0,0,24,2.9,2.5,0.3,-,-,-,70,59,7,-,-,-,44.0,54.2,-,-,-,-,-,-,12.3,0.5
Brandon Williams,2,0,0,0,0,0,0,0,0,0,18,2.3,1.0,0.2,0.2,0.4,0.2,41,18,3,3,8,3,29.8,50.0,30.0,32.5,106,68,-0.3,-9.3,1.9,-0.4
Buck Williams,4,0,0,3,1,4,0,0,0,0,1307,12.8,10.0,1.3,0.8,0.8,0.0,16784,13017,1646,1100,1080,5,54.9,66.4,16.7,54.9,104,112,34.8,1.2,15.3,120.1
C.J. Williams,2,1,0,0,0,0,0,0,0,0,44,5.0,1.3,1.0,0.3,0.7,0.5,219,58,46,13,32,22,43.6,81.3,26.2,48.8,112,102,0.0,-2.0,8.7,0.6
Charles Williams,1,0,0,2,0,0,0,0,0,0,372,16.2,3.1,2.7,,,0.6,6020,1157,992,,,210,39.0,71.3,26.4,40.7,-,-,-,-,11.0,5.7
Chuck Williams,1,0,0,2,0,0,0,0,0,0,638,10.8,2.3,4.5,0.1,1.0,0.0,6894,1489,2869,43,399,16,46.7,79.0,29.1,46.9,108,106,0.8,-1.7,13.1,32.8
Chuckie Williams,2,0,0,0,0,0,0,0,0,0,22,1.7,0.2,0.3,0.0,0.0,-,37,4,7,0,1,-,29.8,75.0,-,-,105,,-0.2,-11.5,8.8,-0.2
Cliff Williams,1,0,0,0,0,0,0,0,0,0,3,1.3,1.0,0.7,-,-,-,4,3,2,-,-,-,22.2,-,-,-,-,-,-,-,-3.5,-0.1
Corey Williams,1,0,0,0,0,0,0,0,0,0,39,2.4,0.9,0.7,0.1,0.2,0.0,92,37,29,2,6,1,36.7,82.6,25.0,37.2,111,101,-0.3,-5.6,9.1,0.2
Deron Williams,1,0,0,3,2,0,0,0,0,0,845,16.3,3.1,8.1,0.2,1.0,1.4,13804,2619,6819,206,867,1178,44.5,82.2,35.7,49.8,110,112,23.8,1.3,18.2,77.3
Derrick Williams,4,0,0,0,0,0,0,0,0,0,428,8.9,4.0,0.7,0.3,0.5,0.6,3809,1693,293,108,199,251,43.4,71.0,30.0,47.5,108,105,-2.6,-3.2,13.4,14.1
Duck Williams,1,0,0,0,0,0,0,0,0,0,77,6.6,1.4,2.4,0.1,1.3,0.0,506,106,183,11,100,0,44.7,70.0,0.0,44.7,111,91,-1.1,-4.4,8.6,-0.3
Earl Williams,5,0,0,0,0,0,0,0,0,0,146,4.5,5.6,0.9,0.4,0.4,-,664,814,126,62,62,-,43.2,47.5,-,-,96,96,0.1,-1.7,15.2,2.7
Elliot Williams,2,0,0,0,0,0,0,0,0,0,109,4.9,1.5,0.9,0.1,0.4,0.5,537,161,94,6,45,54,42.1,66.9,31.0,48.0,112,99,-1.2,-5.3,9.5,0.7
Eric Williams,2,0,0,0,0,0,0,0,0,0,658,8.6,3.3,1.4,0.2,0.8,0.3,5642,2139,936,103,548,219,41.5,73.6,31.8,44.0,108,104,-1.8,-2.4,11.7,23.2
Fly Williams,2,0,0,0,0,0,0,0,0,0,71,9.4,2.5,2.0,0.1,0.9,0.0,665,181,142,10,64,2,46.2,68.3,14.3,46.3,107,90,-0.7,-4.3,11.8,-0.3
Frank Williams,1,0,0,0,0,0,0,0,0,0,86,2.9,0.9,1.9,0.1,0.4,0.3,253,77,166,11,34,24,35.2,83.3,30.0,39.8,106,89,-0.7,-5.0,9.2,0.1
Freeman Williams,2,0,0,0,0,0,0,0,0,0,323,14.7,1.6,1.6,0.1,0.8,0.5,4738,510,516,18,247,127,46.7,82.4,33.1,48.2,112,104,-2.1,-3.2,17.9,10.0
Gene Williams,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-,-,0.0,0,0,0,-,-,0,0.0,-,-,0.0,-,-,-,-,-22.7,0.0
Gus Williams,2,0,0,2,2,0,0,0,0,0,825,17.1,2.7,5.6,0.4,2.0,0.2,14093,2222,4597,291,1638,108,46.1,75.6,23.8,46.5,102,106,25.5,1.9,18.5,67.9
Guy Williams,4,0,0,0,0,0,0,0,0,0,26,2.6,1.3,0.3,0.2,0.2,0.0,68,33,9,4,6,1,45.6,45.5,25.0,46.3,105,97,0.0,-3.1,13.6,0.2
Hank Williams,3,0,0,0,0,0,0,0,0,0,39,4.2,2.3,0.6,0.1,0.4,0.1,163,89,25,4,14,3,43.6,78.3,13.6,44.5,105,95,-0.2,-3.3,9.6,0.4
Herb Williams,4,0,0,0,0,0,0,0,0,0,1102,10.8,5.9,1.7,1.5,0.5,0.0,11944,6509,1856,1605,605,8,46.7,69.6,9.5,46.8,105,99,6.7,-1.1,13.6,36.1
Hot Rod Williams,4,0,0,0,0,0,0,0,0,0,887,11.0,6.8,1.8,1.6,0.8,0.0,9784,5998,1592,1456,746,2,48.0,72.6,10.5,48.0,104,111,25.1,1.8,15.6,70.5
Jason Williams,1,0,0,0,0,0,0,0,0,0,788,10.5,2.3,5.9,0.1,1.2,1.6,8266,1810,4611,60,933,1238,39.8,81.3,32.7,47.9,107,103,7.8,-0.7,14.2,38.5
Jawad Williams,1,0,0,0,0,0,0,0,0,0,90,3.8,1.5,0.6,0.1,0.2,0.5,340,133,56,8,22,45,36.9,71.9,31.3,43.5,110,96,-0.8,-4.8,7.1,0.5
Jay Williams,1,0,0,0,0,0,0,0,0,0,75,9.5,2.6,4.7,0.2,1.1,0.9,714,195,350,17,86,65,39.9,64.0,32.2,44.6,107,94,-0.1,-2.2,12.2,0.8
Jayson Williams,5,0,0,1,0,0,0,0,0,0,475,7.3,7.5,0.6,0.6,0.4,0.0,3472,3584,287,301,204,3,44.0,60.6,12.5,44.0,105,105,0.1,-2.0,15.1,20.0
Jerome Williams,4,0,0,0,0,0,0,0,0,0,587,6.6,6.4,0.8,0.2,1.1,0.0,3865,3743,474,128,618,1,50.2,64.5,3.8,50.2,101,112,9.0,0.8,15.9,37.9
John Williams,3,0,0,0,0,0,0,0,0,0,435,10.1,5.1,2.9,0.4,1.3,0.1,4406,2201,1262,184,566,65,45.1,70.4,22.5,45.9,106,104,9.2,1.3,14.6,19.9
Johnathan Williams,5,1,0,0,0,0,0,0,0,0,6,3.8,3.5,0.7,0.5,0.2,0.0,23,21,4,3,1,0,57.9,20.0,-,57.9,111,122,0.0,-0.8,11.2,0.2
Jordan Williams,5,0,0,0,0,0,0,0,0,0,43,4.6,3.6,0.3,0.3,0.5,0.0,197,156,11,15,21,0,50.7,65.2,-,50.7,108,112,-0.2,-3.1,14.5,1.3
Justin Williams,5,0,0,0,0,0,0,0,0,0,49,3.4,3.3,0.0,0.4,0.2,0.0,165,164,2,21,10,0,57.3,34.8,0.0,57.3,105,109,-0.5,-6.1,16.2,1.1
Kenny Williams,3,0,0,0,0,0,0,0,0,0,260,4.8,2.7,0.6,0.6,0.3,0.0,1247,693,161,166,76,0,51.1,68.0,0.0,51.1,107,112,1.4,0.0,16.1,7.4
Kenrich Williams,3,1,0,0,0,0,0,0,0,0,9,1.2,1.1,0.0,0.0,0.1,0.1,11,10,0,0,1,1,35.7,-,33.3,39.3,114,78,-0.1,-12.6,1.3,-0.1
Kevin Williams,2,0,0,0,0,0,0,0,0,0,260,4.9,1.4,1.2,0.1,0.6,0.0,1268,356,319,34,167,2,43.5,80.5,7.7,43.6,109,99,-0.6,-2.8,10.6,2.6
Lorenzo Williams,5,0,0,0,0,0,0,0,0,0,253,3.0,6.3,1.0,1.4,0.5,0.0,757,1603,247,350,134,0,46.9,37.7,0.0,46.9,107,103,3.3,0.4,10.2,7.3
Lou Williams,1,1,0,0,0,0,0,0,0,0,891,13.8,2.1,3.2,0.2,0.9,1.3,12335,1909,2839,163,794,1173,42.0,83.7,34.8,48.2,110,111,11.8,0.1,18.3,55.8
Marcus Williams,1,0,0,0,0,0,0,0,0,0,203,5.6,1.8,2.8,0.0,0.4,0.6,1128,361,574,7,87,126,38.6,76.7,32.1,44.3,110,94,-2.0,-4.6,11.0,0.0
Marcus Williams,4,0,0,0,0,0,0,0,0,0,13,1.1,0.9,0.2,0.1,0.1,0.0,14,12,3,1,1,0,31.8,-,-,31.8,106,78,-0.1,-7.5,10.4,-0.1
Marvin Williams,3,1,0,0,0,0,0,0,0,0,971,10.5,5.3,1.3,0.5,0.8,0.9,10174,5134,1254,510,744,910,44.4,80.6,36.2,49.9,108,111,12.3,-0.2,13.7,60.7
Matt Williams,2,0,0,0,0,0,0,0,0,0,3,1.7,0.3,0.0,0.0,0.0,0.3,5,1,0,0,0,1,33.3,-,20.0,41.7,113,70,0.0,-17.1,-0.7,0.0
Micheal Williams,1,0,0,0,0,1,0,0,0,0,413,11.0,2.5,5.8,0.2,1.7,0.1,4533,1050,2385,95,717,48,46.4,86.8,22.7,47.1,109,113,9.2,1.5,17.9,28.5
Mike Williams,3,0,0,0,0,0,0,0,0,0,21,0.7,1.1,0.1,0.3,0.1,0.0,15,23,2,7,3,0,33.3,50.0,0.0,33.3,106,82,-0.1,-5.9,3.5,0.0
Milt Williams,1,0,0,0,0,0,0,0,0,0,72,3.6,0.9,1.9,0.0,0.6,0.0,258,64,137,0,35,0,43.7,67.4,-,43.7,101,91,-0.1,-2.9,12.2,0.8
Mo Williams,2,0,0,1,0,0,0,0,0,0,818,13.2,2.8,4.9,0.1,0.9,1.3,10759,2264,3990,121,721,1094,43.4,87.1,37.8,49.3,110,106,8.9,-0.5,15.0,40.0
Monty Williams,3,0,0,0,0,0,0,0,0,0,456,6.3,2.8,1.2,0.3,0.6,0.0,2884,1296,544,137,251,4,48.1,66.5,11.1,48.2,105,101,0.5,-1.8,12.8,11.4
Nate Williams,3,0,0,0,0,0,0,0,0,0,642,12.0,3.8,1.5,0.3,1.1,-,7709,2469,963,136,543,-,45.8,80.5,-,-,99,99,2.2,-1.2,14.6,23.3
Pete Williams,4,0,0,0,0,0,0,0,0,0,58,2.6,2.5,0.3,0.4,0.3,0.0,153,147,15,23,19,0,60.2,42.5,-,60.2,104,114,0.0,-1.9,11.4,1.4
Ray Williams,1,0,0,0,0,0,0,0,0,0,655,15.5,3.6,5.8,0.3,1.8,0.2,10158,2370,3779,208,1198,91,45.1,80.2,23.7,45.6,104,102,17.4,1.7,17.3,37.1
Reggie Williams,3,0,0,0,0,0,0,0,0,0,599,12.5,4.0,2.5,0.7,1.3,0.6,7508,2393,1492,407,802,373,43.7,78.4,29.8,46.4,107,103,10.3,0.5,14.2,26.0
Reggie Williams,3,0,0,0,0,0,0,0,0,0,206,7.8,2.4,1.5,0.1,0.4,1.0,1598,493,301,13,88,199,45.6,75.0,36.5,53.2,113,112,0.1,-1.9,14.3,6.4
Rickey Williams,2,0,0,0,0,0,0,0,0,0,44,3.3,0.9,0.8,0.1,0.5,0.0,147,38,37,4,20,0,41.5,66.0,0.0,41.5,106,87,-0.3,-5.8,9.6,-0.1
Rob Williams,1,0,0,0,0,0,0,0,0,0,153,8.6,2.2,5.4,0.1,1.1,0.1,1319,330,825,17,173,17,43.9,78.9,27.4,44.6,112,100,-1.2,-3.4,12.2,2.1
Robert Williams,5,1,0,0,0,0,0,0,0,0,16,3.0,2.8,0.1,1.6,0.2,0.0,48,44,2,25,3,0,75.0,60.0,-,75.0,96,131,0.3,5.6,22.3,0.7
Ron Williams,1,0,0,0,0,0,0,0,0,0,516,9.3,1.9,3.5,0.0,0.6,-,4797,971,1818,4,75,-,44.1,83.3,-,-,99,,-0.8,-3.8,13.5,23.5
Sam Williams,2,0,0,0,0,0,0,0,0,0,66,3.9,1.8,1.0,-,-,-,255,116,64,-,-,-,35.3,53.1,-,-,-,-,-,-,8.3,-0.4
Sam Williams,4,0,0,0,0,0,0,0,0,0,257,6.3,4.5,0.6,1.2,0.8,0.0,1628,1146,156,297,210,0,50.0,65.3,0.0,50.0,103,103,2.1,-0.1,13.7,9.0
Scott Williams,4,0,0,0,0,0,0,0,0,0,746,5.1,4.7,0.6,0.6,0.5,0.0,3825,3506,431,421,393,5,46.7,72.1,11.1,46.8,104,107,0.7,-1.8,13.3,26.4
Sean Williams,5,0,0,0,0,0,0,0,0,0,137,4.2,3.4,0.3,1.2,0.3,0.0,581,472,47,162,47,0,51.1,62.4,0.0,51.1,105,101,0.0,-2.0,12.4,3.0
Shammond Williams,2,0,0,0,0,0,0,0,0,0,325,5.8,1.6,2.4,0.0,0.6,0.8,1892,518,765,14,196,256,40.1,79.8,36.6,47.7,107,104,-0.4,-2.3,13.3,8.8
Shawne Williams,3,0,0,0,0,0,0,0,0,0,314,5.6,3.0,0.7,0.5,0.4,0.9,1769,945,220,156,127,275,40.3,75.5,33.9,48.9,109,103,0.0,-2.0,10.5,6.7
Shelden Williams,4,0,0,0,0,0,0,0,0,0,361,4.5,4.3,0.5,0.5,0.5,0.0,1618,1562,163,164,179,2,46.2,74.0,22.2,46.3,106,105,-1.2,-2.8,12.5,9.9
Sly Williams,4,0,0,0,0,0,0,0,0,0,305,10.9,4.2,2.0,0.2,1.1,0.0,3327,1287,603,55,328,11,47.8,69.2,16.2,48.0,104,103,4.3,0.6,16.0,13.4
Terrence Williams,2,0,0,0,0,0,0,0,0,0,153,7.1,3.6,2.4,0.1,0.5,0.4,1085,545,364,19,83,58,41.2,65.9,31.7,43.9,109,92,-1.4,-3.8,11.5,-0.2
Travis Williams,3,0,0,0,0,0,0,0,0,0,47,3.2,2.4,0.5,0.1,0.4,0.0,151,111,22,6,20,0,47.0,54.0,0.0,47.0,103,97,0.0,-1.8,13.0,0.5
Troy Williams,3,1,0,0,0,0,0,0,0,0,69,6.1,2.7,0.7,0.3,0.8,0.6,421,187,51,22,57,43,45.2,64.9,30.5,51.1,108,101,0.1,-1.7,11.2,1.3
Walt Williams,3,0,0,0,0,0,0,0,0,0,708,11.8,3.9,2.3,0.6,0.9,1.4,8385,2794,1637,406,658,976,42.5,74.3,37.9,49.4,107,104,12.4,0.6,14.2,33.9
Ward Williams,4,0,0,0,0,0,0,0,0,0,53,4.1,-,1.5,-,-,-,215,,82,-,-,-,23.7,75.0,-,-,-,-,-,-,-,1.8
Willie Williams,4,0,0,0,0,0,0,0,0,0,25,0.9,0.9,0.3,-,-,-,23,23,8,-,-,-,23.8,60.0,-,-,-,-,-,-,2.2,-0.4
Corliss Williamson,3,0,0,0,0,0,0,0,0,0,822,11.1,3.9,1.2,0.3,0.6,0.0,9147,3183,972,261,462,6,49.0,71.4,13.6,49.0,106,103,-1.9,-2.4,14.9,34.7
John Williamson,2,0,0,0,0,0,0,0,0,0,516,17.5,2.5,2.8,0.3,1.1,0.1,9017,1274,1441,138,553,25,45.8,82.6,23.4,45.9,105,100,-1.0,-2.3,14.4,23.6
Vann Williford,3,0,0,0,0,0,0,0,0,0,38,3.9,1.8,0.4,-,-,0.1,148,68,15,-,-,3,44.0,56.8,33.3,45.0,-,-,-,-,13.3,0.2
Kevin Willis,5,0,0,1,1,0,0,0,0,0,1424,12.1,8.4,0.9,0.5,0.7,0.0,17253,11901,1328,750,958,40,48.7,71.3,21.1,48.8,105,105,2.0,-1.8,15.7,81.8
Bill Willoughby,3,0,0,0,0,0,0,0,0,0,488,6.0,3.9,0.8,0.6,0.4,0.0,2930,1891,413,292,209,10,47.0,75.0,27.0,47.2,105,105,0.6,-1.7,11.8,13.3
Dedric Willoughby,1,0,0,0,0,0,0,0,0,0,25,7.6,2.0,2.6,0.1,0.9,1.2,190,51,66,2,23,29,34.1,76.5,29.6,42.2,106,96,0.0,-2.3,12.2,0.4
Bob Wilson,1,0,0,0,0,0,0,0,0,0,63,3.7,3.3,1.7,-,-,-,236,210,108,-,-,-,29.9,57.8,-,-,-,-,-,-,7.8,0.2
Bobby Wilson,4,0,0,0,0,0,0,0,0,0,69,8.9,6.5,0.8,-,-,0.0,616,450,55,-,-,1,38.9,61.5,50.0,39.0,-,-,-,-,10.4,0.6
Bobby Wilson,2,0,0,0,0,0,0,0,0,0,143,5.5,1.2,0.8,0.0,0.4,-,792,167,110,4,52,-,42.6,77.3,-,-,99,87,-0.9,-4.3,13.3,1.7
Bubba Wilson,2,0,0,0,0,0,0,0,0,0,16,1.1,1.0,0.8,0.0,0.1,0.0,17,16,12,0,2,0,28.0,50.0,-,28.0,111,72,-0.2,-7.5,2.1,-0.2
D.J. Wilson,4,1,0,0,0,0,0,0,0,0,29,2.3,1.4,0.2,0.1,0.2,0.3,67,40,6,4,6,10,52.0,41.7,45.5,62.0,107,116,0.0,-1.9,12.1,0.5
George Wilson,5,0,0,0,0,0,0,0,0,0,410,5.4,5.2,0.7,-,-,-,2216,2144,307,-,-,-,37.2,67.7,-,-,-,-,-,-,11.3,0.5
Isaiah Wilson,2,0,0,0,0,0,0,0,0,0,78,4.6,1.1,1.4,,,0.1,357,86,113,,,3,39.0,76.7,37.5,39.4,-,-,-,-,13.3,-0.1
Jamil Wilson,3,0,0,0,0,0,0,0,0,0,15,7.0,2.1,0.7,0.5,0.3,1.8,105,32,10,8,5,27,46.9,50.0,42.9,63.6,112,118,0.1,0.0,11.4,0.5
Jasper Wilson,3,0,0,0,0,0,0,0,0,0,70,5.2,2.7,0.6,-,-,0.1,366,187,45,-,-,6,37.8,65.2,42.9,38.6,-,-,-,-,9.8,0.4
Jim Wilson,1,0,0,0,0,0,0,0,0,0,6,1.0,1.0,1.3,-,-,0.0,6,6,8,-,-,0,12.5,66.7,-,12.5,-,-,-,-,1.7,-0.1
Michael Wilson,1,0,0,0,0,0,0,0,0,0,32,3.4,1.1,1.4,0.2,0.5,0.0,108,36,45,5,15,0,43.8,75.0,0.0,43.8,110,99,-0.1,-2.8,10.1,0.3
