EFF,PPG,TRPG,APG,BPG,SPG,FG%,FT%,EF%,DRTG,ORTG,VORP,BPM
8.3,2.9,2.5,1,0.3,0.3,42.3,61.1,42.3,108,93,-0.3,-3.3
13.2,3.3,1.9,0.3,0.3,0.5,42.6,54.8,46.7,107,99,0,-2.3
30.7,2.6,0.5,0.4,0,0.3,69.2,60,69.2,99,115,0.1,6.8
15.6,2.5,0.8,0.6,0,0.4,34.8,75,39.1,107,116,0,-0.1
16.1,15.6,6.1,2,0.5,0.9,48.5,71.8,48.9,108,106,13.4,0.1
16.8,10,6.5,1.1,0.6,0.2,46.6,72,46.6,100,94,-1,-4.2
10.8,5.3,2.2,0.6,0.6,0.5,41.2,77.6,46.4,107,95,-0.7,-3.3
10.5,7.8,2.2,0.8,0.1,0.2,45.5,82.6,54.1,112,111,-1.6,-3
8.3,6,3.2,1.3,0.1,0.4,46.8,72.7,47.3,114,105,-0.8,-2.8
10,2.9,2.3,0.5,0.1,0.2,45.1,71,45.1,109,102,-0.7,-3.5
17.2,12,7.5,1.3,1.1,0.8,49.7,67,49.7,103,106,16.4,0.3
12.9,9.9,2,3.5,0.3,0.9,46.8,76.4,46.9,106,100,-0.8,-2.3
13.3,6.4,2,1.5,0.1,0.5,45.8,77.1,46.5,105,98,-0.1,-2.2
12.2,1.4,1,0.1,0,0,38.5,71.4,38.5,112,112,0,-5.5
15.4,4.4,3.5,0.3,0.3,0.3,52.7,58,52.7,102,104,-0.2,-3.1
19.3,7.7,4.8,0.4,1.5,0.4,56.4,58.6,56.4,104,111,4.5,-0.2
14,9.6,2.1,1.2,0.1,0.7,48.7,59.7,52.3,110,106,2.5,-0.9
20,20.2,11,3.7,0.5,1.9,45.8,66.4,46.1,98,100,31.3,3.5
22.1,19.6,5.6,4.4,0.9,1.2,43.5,74.6,47,104,108,50.6,4.6
9.8,7.2,3.4,1.7,0.2,0.6,42.6,66.7,51,110,110,1.2,-0.5
9.8,2.7,3.4,1.2,0.5,0.5,41.9,65.8,42,109,98,0.6,-1.6
20,17.9,7.3,1.7,1.7,0.4,55.4,79.8,55.5,106,118,33.9,2.5
10,2.7,3.1,0.3,1.7,0.3,44.6,55.1,44.7,102,99,2.8,-0.1
12.6,9.4,2,4.4,0.1,0.6,43.1,79.6,46.1,110,106,-2.5,-2.6
10.5,5.4,1.3,1.4,0.1,0.8,41.4,81.9,45.6,109,101,-0.2,-2.3
-2.2,2.8,1.2,0.2,0,0.2,25,100,26.8,113,67,-0.2,-18.8
13.9,11,4.7,2.4,0.7,1.1,48.6,77.9,49.8,107,110,27.3,2
12.8,7.4,3.3,2.7,0.2,1.2,43.8,77.9,47.5,102,104,12.9,0.7
13.7,8,1.4,3.5,0.1,0.7,49.3,82,49.3,111,109,-1.5,-2.7
-0.1,2.4,1.4,0.8,0.1,0.7,24.4,50,24.4,108,61,-0.2,-10.1
12,4.3,2.7,0.3,0.2,0.2,47.6,53.8,55.6,112,114,-0.2,-3.4
9.2,8.9,2.5,1.1,0.2,0.7,41.5,78.4,49.3,112,99,-1.7,-2.8
9.6,5.5,1.3,2.7,0.1,0.7,35.7,80,38.6,109,96,-2.3,-4.4
10.1,7.2,2.7,1.1,0.1,0.4,40.9,81.9,41.2,108,92,-1.6,-5
14.5,5.9,4,6.1,0.4,1.9,44.3,65,47.9,104,109,25.7,3
12.2,8.1,4,1.1,0.3,0.3,48.3,80.6,48.3,105,106,-1.2,-2.3
10.8,3.5,3,0.3,0.1,0.1,51.2,54.8,51.2,110,102,-1.9,-4.8
1.2,1.5,0.5,0.3,0.2,0.5,27.3,100,31.8,102,61,-0.1,-8.5
10.3,4.3,4.6,1,0.3,0.8,45.6,65.8,45.6,105,99,0.6,-0.7
13.6,4.8,1.4,0.7,0.1,0.5,50.5,72.4,50.9,105,100,-0.1,-2.8
-0.8,4.2,1,0.2,0,0.2,33.3,75,37.5,108,65,-0.1,-13.6
10.7,4,1,0.7,0.1,0.2,39.3,77.4,45.2,112,100,-0.6,-6
13.2,5.4,3.9,2.1,0.4,0.5,46.3,70.5,51.3,106,110,6.2,1
13.3,5.3,2.8,0.5,0.2,0.3,45,74,45.1,105,102,-1.4,-3.7
6.5,1.9,0.9,0.5,0.3,0.4,31.2,44.4,34.4,102,80,-0.1,-3.6
12.8,9.3,2.1,1.1,0.1,0.8,41.8,87.9,51.6,109,111,4.2,-0.6
11.2,1.8,1,0.4,0.2,0.3,36.1,70.4,36.8,106,92,-0.1,-3.8
16.3,3.2,3.9,0.4,0.9,0.4,63.8,59.2,64,102,120,1.8,1.4
4.8,2.3,0.8,2.2,0,0.2,31.1,66.7,33.5,113,81,-0.7,-10.1
13.8,10.6,2,5,0.1,0.9,45.9,80.9,46.2,103,102,-1.3,-3.4
4.9,1.2,0.5,0,0.3,0.3,50,25,50,100,77,0,-5.8
9.5,6.1,2.4,2.8,0.2,1.3,39.3,83.3,46.4,110,90,-0.1,-3.1
14.6,9.8,1.9,2.1,0.1,0.7,47.9,80.9,47.9,103,106,-0.4,-2.1
12.4,3,3,0.2,0.2,0.2,41,58.9,41,106,96,-0.6,-6.6
12.5,13.6,3.1,2.1,0.3,1.1,42.9,80.8,43.4,107,96,-4.3,-3.3
12.7,8.1,5.6,0.9,1.2,0.5,51.1,68.7,51.1,103,104,3.9,-1
12.4,2.3,1.4,0.6,0.1,0.3,38.1,80,38.1,108,92,-0.1,-4.8
8.5,4.6,3.4,0.6,0.4,0.2,43.2,69.6,43.9,110,95,-2.2,-6.2
14.1,11.2,6.3,2.3,0.5,1,46.1,67.6,46.1,101,101,3.1,-0.3
15.3,3.4,2.7,0.5,0.3,0.4,56.7,61,56.7,103,112,0.7,0.9
11,2.4,2,0.3,0.4,0.1,44.9,60.5,45.7,105,96,-0.3,-4.8
15.5,15.3,4.3,3.1,0.2,1.3,45,87.6,51.5,109,108,6.9,0.1
13.4,7.5,5.3,0.5,1,0.3,45.9,70.4,45.9,106,102,-4.1,-3.8
6,0.8,0.7,1.3,0.1,0.2,33.3,100,33.3,107,82,-0.2,-8.2
13.1,9.6,2.4,1.1,0.3,0.7,41.2,80.8,50,108,105,4.3,-1
13.9,10.1,4.9,1.9,1.1,0.9,47.2,59,47.4,105,95,2.3,-1.2
14.9,2.5,0.7,0.3,0,0.3,56,64.7,57.7,102,94,0,-2.5
12.3,6,4.2,0.9,1.3,0.4,46,57.4,46,105,94,0.8,-1.6
17.4,12.5,3.7,6.5,0.2,1.2,46.1,80.7,46.8,108,110,31.7,1.1
13.6,2.8,2.7,0.4,0.1,0.3,51,57.6,51.3,104,108,-0.2,-2.4
17.5,11.2,7.1,2.8,0.7,0.7,48,80.4,49.4,105,114,25.5,2.1
8.4,5.4,1.6,1.2,0.2,0.4,42.9,85.5,55.9,113,112,0.4,-1.6
13.5,13.6,5,2.4,0.1,0.7,43.2,72.4,43.9,109,99,-0.5,-3
8.9,2.5,1,0.2,0.1,0.1,46.4,100,60.7,111,115,0,-2
14.3,10.6,4.2,2.6,0.2,0.6,45.9,76.9,55,108,110,20.3,0.9
15.2,7.4,5.9,2.2,1.5,0.9,53.4,63.9,53.5,104,103,10.9,1.8
8.4,4.3,2.4,0.5,0.5,0.4,35,70.6,40.4,107,88,-0.5,-4
18.4,18.2,3,3,0.2,1.1,47.1,88.8,54.4,109,121,63.2,3.3
13.3,11.2,4.9,1.9,0.4,0.7,43.2,81.7,47.1,106,107,8.8,0
14.4,8.2,1.6,2.3,0.1,0.6,43.1,84.7,53.4,107,110,6.7,0.5
14.7,10.6,5.4,1.3,0.4,0.6,45.7,78.1,50,108,107,5.5,-0.7
7.4,4.2,2.8,1.1,0.3,0.9,32.7,67.9,37.9,102,86,0,-2.1
19.1,14.2,7.4,2.3,1,1.3,49.1,73.4,51.2,103,111,35.3,3.3
24.8,3.1,0.8,0.8,0.1,0.4,50,100,63.9,107,147,0.1,6.9
12.6,9,2.2,1.2,0.1,0.4,46,78.5,46.8,112,103,-2,-4.1
23,19,9.2,1.6,1.9,0.4,52.4,83.3,52.5,99,112,17,2.3
11.4,5.3,1.7,3.8,0,0.9,47,73.9,48.1,109,100,-0.6,-2.6
12.9,6.9,2.7,1.4,0.2,0.6,47.8,76.7,48.5,110,108,-0.3,-2.2
16.8,12.2,6,1.3,0.7,0.8,42.3,80.5,52,105,110,4.9,0.7
15.9,20.4,3.7,3.6,0.3,1.5,42.8,79.9,49.2,106,101,2.1,0.3
16.7,19.8,5.6,1.3,0.5,0.7,49.3,77.9,49.4,111,109,0.4,-1.9
12.6,8.7,3.7,1.1,0.3,0.6,44.7,78.4,45.1,109,109,-1.5,-2.3
7.5,5.1,2.1,0.9,0.1,0.7,44.3,57.8,44.3,110,90,-0.3,-5.5
18.1,1,1.2,0.1,0.1,0.3,41.7,57.9,45.8,104,117,0.1,1.3
16.2,10.6,5.3,1.8,0.2,1.2,49.9,80.3,49.9,99,113,16.9,1.8
14.4,16,3.9,2.7,0.4,1.2,43.3,83.5,48.7,107,105,15.3,0.2
10.6,3.9,3.1,0.5,0.5,0.2,54.1,47.5,54.5,110,99,-0.8,-4
15,5.8,4.7,0.4,0.6,0.4,48.6,64,48.6,102,103,-2,-2.5
12.1,2.7,2.7,0.3,0.5,0.3,48.9,59.3,48.9,98,93,-0.6,-3.8
8.9,4,3.4,0.7,0.4,0.3,45.1,69.4,45.3,104,99,-1.4,-2.6
18.7,15.6,4.7,3.6,0.3,1.2,50.2,83.1,50.9,105,119,33.9,3.8
14.5,12.2,2.1,3.8,0.1,1.2,49.4,74.8,49.4,105,98,2.2,-1.2
6.3,3,2,0.7,0.2,0.3,33.3,71.4,38.5,113,89,-0.3,-5.1
11.4,7.9,1.3,1.6,0.2,0.4,37.1,87.1,46.6,112,98,-0.7,-3.8
17.2,18.8,3,3.9,0.3,1,46.4,80.7,46.4,103,107,7.1,0
20.2,13.5,8.4,2.2,0.6,1.1,51.5,70.6,51.5,106,110,17.3,2
8.8,3.4,0.9,0.7,0.1,0.3,36.8,82.6,38.9,112,89,-0.4,-6.9
-4.8,1,0.4,0.1,0,0,25,75,27.5,113,55,-0.2,-18.3
9.1,4.5,4.6,0.4,0.6,0.3,49,47.8,49,107,99,-3,-3.4
13.1,6.3,4.3,1,0.8,0.8,46.1,80.3,51.8,105,111,5,1.1
12.1,2.4,1.4,0.6,0.1,0.2,33.3,75,33.3,105,90,0,-4.1
11.4,8,2,1.8,0.2,0.7,45.8,73.7,52.2,111,105,0.8,-1.7
15.8,12,9.4,1.4,1.4,0.5,46.7,67.9,46.8,102,92,0.1,-1.6
16.7,9.4,3,7.4,0.2,2,46,71.2,47.1,106,108,11,1.2
10.7,6.7,2,2.8,0.2,0.8,44.2,75,45,109,98,-0.6,-3.2
12.5,5.8,3.9,0.7,0.5,0.3,55.1,74.3,55.1,108,113,2.3,-1.1
2,1.7,0.6,0.1,0,0.4,31,75,31,105,78,-0.1,-12
12.7,7,1.5,1,0.1,0.5,40.4,83.8,45.6,113,104,-0.5,-3.1
13.6,2,3.7,1,0.7,0.4,54.3,39.4,54.3,101,111,0.9,2.2
9.9,1.9,2.1,0.9,0,0.3,29.2,25,29.2,106,82,0,-5.3
8.9,4.2,3.5,0.7,0.1,0.6,47.6,60,47.6,109,101,-0.2,-3.7
15.1,11,4.7,1.6,0.7,1.2,44.1,73.9,47.5,106,106,16.7,1.5
7.7,3.3,1,1.4,0,0.3,38.4,63,43.9,110,91,-1.3,-5.6
10.6,2.2,0.5,0.2,0,0.1,45.6,75,45.6,111,92,-0.2,-7.9
7.9,3.8,2.1,1.1,0.1,0.4,40.5,50,44,110,87,-0.1,-6
13.3,11.4,4.5,1.5,0.2,0.7,43.3,74,50.2,107,106,5.2,-0.4
14.2,11.8,5.6,1.7,0.6,0.9,45,77.9,48.8,107,103,4.7,-0.7
16.9,9.8,2.5,4,0.1,1.1,48.8,80.6,55.4,109,123,0.6,0.9
6.4,1.9,1.4,0.1,0.1,0.2,42.6,54.5,42.6,107,88,-0.8,-8.9
9.9,3.4,2.7,0.7,0.4,0.3,40.7,71.1,42.8,107,95,-0.8,-3.6
7.4,7.5,2.1,1.4,0.1,0.2,37.3,71,42.3,111,91,-2.9,-5.5
4.2,2,0.6,0.3,0,0.1,33.8,80,35.3,111,82,-0.3,-11
13.2,9.4,2.2,0.9,0.1,0.6,44.7,88,53.9,113,114,1.4,-1.5
11,4.1,1.4,0.4,0.4,0.3,38.8,68.2,42.2,113,100,-0.3,-5.1
10.5,4.8,1.3,2.7,0.2,0.7,38.6,78.7,39.9,110,95,-1.3,-4.7
9.2,3.9,1.5,1.5,0.1,0.7,41.5,72.2,42.3,108,94,-0.3,-2.6
12.6,6.3,1.5,1.5,0.3,0.6,40.8,65.2,45,112,96,-0.8,-3.7
12.4,7.4,3.8,1.1,0.3,0.5,46.9,60,50.8,106,103,0,-2
17.2,8.7,4.5,0.6,0.2,0.3,53.3,53.6,54,110,106,-0.1,-4.9
8.1,4.6,2.9,0.5,0.2,0.2,44.2,78.3,44.3,108,94,-2.3,-5.8
14.1,3.6,3.1,0.2,0.2,0.4,54.7,66.7,54.7,107,114,-0.2,-3
13.5,11.8,1.7,2.4,0.1,0.7,43.3,82,45.3,109,100,-0.7,-3.7
21.2,17.1,8.5,1.1,2.8,0.5,52.7,69.2,52.9,100,108,24,1.7
14.7,6.8,4.9,0.6,0.8,0.3,53.5,73.8,53.7,107,109,0.9,-1.6
11.4,11.3,3,4.2,0.3,0.8,38.7,73.2,43.2,113,95,-2.5,-3.8
11.1,7.4,4.7,2,0,0,42.6,62.3,42.6,110,35,-0.1,-16.9
15.9,9,2.8,0.5,0.1,0.3,47.3,75.1,50.4,115,111,-2.5,-4.1
12.2,7.4,4.2,0.8,0.5,0.4,40.8,70.6,44.8,109,94,-2.3,-4.6
18.8,18.2,4.1,3.5,0.6,1.6,50.9,86.5,54,110,115,38.7,2.8
7,1.1,0.8,0.1,0.2,0.1,39,62.5,39,110,99,-0.2,-7.1
8.9,4.2,1.6,1.3,0.2,0.7,39.8,50,45.2,107,89,-0.1,-3.9
14.5,1.2,1.3,0.1,0.2,0.1,42.9,58.3,42.9,96,91,0,-5.8
17.4,10.1,2.5,4.9,0.1,1.6,43.8,78.6,47.3,107,107,9.4,1.1
18.1,9.8,6.4,0.5,1.5,0.6,57.3,64.4,57.3,104,111,2.5,-0.5
8,3.8,1.6,0.4,0.3,0.3,37,68.2,37,103,88,-0.3,-6.3
18,17.9,2.1,4.4,0.1,1.5,48.2,89.2,48.3,107,109,16.4,0.7
6.7,2.4,1.7,0.2,0.1,0.1,33.2,60.7,33.2,109,83,-0.9,-10.2
2.9,2,0.6,0.3,0.1,0.3,28.6,63.6,29.6,108,75,-0.2,-10.7
11.9,5.5,4.9,1,0.5,0.6,45.4,67.9,46.4,109,113,1.1,-0.9
15.4,10.8,7.8,1.5,0.4,0.7,44.5,78.5,49.3,105,111,9.5,-0.1
14.2,6.6,4.2,2.3,0.3,0.9,44.1,70.8,45.4,102,98,1.2,0.3
14.3,13.9,3.4,3.1,0.3,0.8,42.9,89,49.9,113,108,1.1,-1.2
14.1,11.3,4.1,1.3,0.4,0.9,43,75.9,46.6,108,100,1.4,-1.7
12.7,9.9,2.1,2.3,0.2,0.8,41.4,72.5,45.2,109,98,-2.6,-2.9
14.6,9,2.5,0.8,0.2,0.5,43,82.9,50.4,108,108,1.4,-1.6
10.7,2.6,0.8,0.9,0,0.4,43.3,61,45.1,109,92,-0.3,-5.2
5.7,1.7,0.4,0.1,0,0.3,42.9,0,42.9,110,71,-0.1,-10.3
14,5.6,3.3,0.9,0.5,0.4,47.4,84.2,54.6,107,114,2.3,0.1
10.7,4,2.5,0.6,0.3,0.3,44.9,64.8,44.9,106,96,-1.2,-4.4
17.2,9.8,10.3,1,2.8,0.4,51.8,68.4,51.8,99,111,38.2,2.1
14.9,4.7,2.2,0.6,0.3,0.5,42.5,69.3,45.7,106,106,0.2,-1.2
9.9,4.8,1.8,2.1,0.2,0.7,42.1,66.8,43.1,107,97,-1,-2.7
6.4,3.4,0.8,0.9,0,0.4,34.3,53.8,46.4,112,92,-0.2,-5.3
3.9,0.6,0.8,0.1,0.3,0.1,46.7,46.2,46.7,110,90,-0.1,-4.9
3.9,1.3,1.3,0.3,0.3,0,25,75,25,111,103,0,-5.4
13.3,3.8,3.3,0.1,0.9,0.2,42.7,73.6,42.7,103,106,-0.7,-5.3
11,2.2,1.6,0.3,0.2,0.1,41.5,66.7,41.5,104,97,-0.1,-4.3
11.5,7.1,2.6,0.9,0.3,0.4,40.6,78.4,49.4,107,104,-0.4,-2.3
5.2,2.6,1.3,0.4,0.2,0.3,34.5,61,41.5,105,82,-0.6,-5.9
14,8.6,3.1,1,0.2,0.4,47.4,78.6,47.4,108,102,-1.5,-3.1
12,4.9,3.7,0.8,0.4,0.7,48.1,67.1,50.3,106,111,6.4,0.3
19.9,17.1,8,2.6,2.2,0.9,54.6,75.5,54.6,104,116,47.9,4.2
17,7.4,6.1,1.4,0.5,1.2,54.4,69.3,55.5,108,119,4.9,1.9
12.1,5.8,1.7,1.9,0.1,0.7,39.2,80.8,47.6,108,101,0.2,-1.8
11.1,4.7,2.3,0.7,0.2,0.3,42.9,72.9,42.9,103,99,-0.9,-3.4
20,14.3,3,8.5,0.1,0.7,49,90.4,55.6,111,118,31.2,1.3
17.6,12.4,11.6,1.7,0.6,0.5,53.5,74.8,53.5,102,109,13,0.5
11.3,2.6,0,0.4,0,0.6,55.6,75,55.6,95,69,0,-14.7
17.9,17.2,6.8,2.2,0.3,0.9,52.8,76.8,52.9,107,114,15.1,1.2
7.3,3.1,0.8,0.8,0,0.2,41.7,62.1,42.3,109,88,-0.5,-7.4
11.9,10.9,2.6,2.2,0,0.6,40.2,84.9,50.4,115,103,-0.1,-2.3
11.3,3.1,2,0.3,0.3,0.5,45.3,73.1,45.9,110,104,-0.1,-3.8
7,2.5,0.7,2.5,0.1,0.4,37.3,60,41.5,112,88,-1,-8.4
12.6,9.9,2.2,1.6,0,0.4,42.2,85,49.8,109,103,-1,-2.5
10.5,2.7,3.3,0.7,0.1,0.5,49.8,68.4,51.5,107,118,3,-0.3
-1.7,1.1,0.6,0.5,0,0,20.5,87.5,24.4,109,65,-0.3,-10.6
6.5,4.1,1.8,1,0.2,0.7,44.4,35.7,44.4,113,82,-0.2,-6.6
14.4,11.3,3,5.1,0.1,0.9,43.6,81,50.2,109,107,12.7,0
13.3,4,0.8,1.7,0,0.9,43.2,80,43.2,103,101,0,-2.8
12.7,9.5,3.7,1.5,0.4,1,40.4,77.2,44.6,109,102,1.6,-1.1
2.8,1.1,1.9,0.4,0.3,0.2,38.5,44.4,38.5,107,77,-0.4,-6.2
13.3,6.8,5.1,1,1.2,0.4,50.2,58.5,50.2,102,105,11,0.4
10.9,4.7,1.2,1.8,0.1,0.6,44.3,77,51.4,106,102,-0.1,-2.1
17.4,16,8.9,1.4,0.4,0.3,49.2,66.1,49.3,105,107,0.1,-1.8
14,13.2,2.7,3,0.2,0.8,43.3,76.4,44.6,107,96,-1.6,-3.1
9.1,1.6,1.5,0.1,0.7,0.1,43.8,58.9,43.8,100,87,-0.5,-4.4
11.5,3.6,1.1,1.7,0,0.7,37.2,56.7,37.6,107,91,0,-2.2
7,1.5,2.6,0.4,0.2,0.4,39.4,43.3,39.6,105,91,-0.5,-3.2
9.6,5.1,2.9,0.9,0.3,0.5,44.6,77.8,47,108,103,-0.2,-2.1
15.5,14.9,3,4,0.1,1,46.6,87,46.9,106,106,9.3,-0.2
12.9,11,2.2,1.5,0.2,0.9,46.1,81,49.2,111,109,4.8,-1.3
9.6,2.1,1.9,0.4,0,0.2,43.7,50,44.4,99,76,-0.1,-5.8
9.7,1.9,1,0.4,0,0.2,37.9,84.6,46.6,108,96,-0.1,-3.9
0.7,1.2,0.4,0.1,0.2,0,28.1,50,32.8,109,66,-0.2,-15.3
12.2,6,3,0.4,0.3,0.3,46.7,77.3,49.5,108,99,-3.4,-5.3
12.9,3.8,1.3,0.3,0.3,0.3,33.3,100,33.3,113,111,-0.1,-7
10.5,6.8,1.9,1.6,0,0.8,46.2,57,46.2,111,93,-1.6,-4.5
6.7,2.6,1.3,0.3,0,0.2,34.8,45.9,35.5,100,80,-0.4,-9.4
11.8,6.4,4.4,1.2,1.2,0.3,48.7,66.8,48.7,109,107,3.7,-0.7
8.2,2,1.3,0.3,0.1,0.2,35.9,68.8,35.9,110,90,-0.2,-8.3
15.3,15.7,2.6,8.3,0.1,1.5,48.3,77.2,48.8,109,106,5.1,-1.3
17.5,8.9,9.2,2.9,1.3,0.8,49,69.8,49,100,112,27.7,4.1
12.9,10.5,4.5,1.2,0.4,0.4,43.1,79.9,49.7,105,103,1,-1.7
9,2.7,1.8,1,0.1,0.4,36.7,86,41.5,112,99,-0.3,-3.4
16.8,8.7,6.9,1.3,1.4,1.5,51.6,62.9,51.6,101,103,5.5,1.5
15.8,3.2,2.8,0.5,1,0.6,63.2,64,64.8,101,122,3,4.8
11.6,1.4,1.1,0.2,0,0.2,27.8,88.9,27.8,102,93,-0.1,-6.8
14.5,13.5,6.1,2.1,0.7,0.8,48.6,56.7,50.1,108,103,6.5,-0.6
9.1,4.4,3.1,0.8,0.4,0.5,51.1,66.2,51.1,106,99,-0.2,-2.3
13,5.1,2,2.8,0,0.7,40.1,74,43,107,101,-0.1,-2.1
3.3,2.4,2.5,0.4,0.7,0.2,41.9,66.7,41.9,108,74,-0.2,-6.6
12.7,4.7,1.3,0.3,0.1,0.2,43.7,87.7,60.5,110,122,1.6,-0.9
22.6,21.1,7.7,2.4,0.9,0.8,47.2,87.9,51.3,104,116,67,3.2
6.7,6,2.2,3,0.3,0.8,35.9,74.5,41.3,113,89,-1.4,-4.3
8,3,1,0.5,0.1,0.3,35.8,76.9,45.5,112,97,-0.2,-6
18.2,10.9,7.6,1.6,1.3,0.8,48.4,63.5,48.5,103,102,3.7,0.4
20,2.3,0.3,0.6,0,0.3,40,90.9,46.3,107,113,0.1,0.8
12.2,7.2,4,1.2,0.4,0.8,48.3,65.1,50.6,111,109,0.1,-1.9
6.8,1.3,1,0.1,0.1,0,32.1,76.5,32.1,107,90,-0.1,-8.6
11.7,2.5,1.4,0.6,0.1,0.2,40,87,40,105,100,-0.1,-2.8
9.1,5,2.5,0.8,0.2,0.6,36.7,75.5,38.7,109,96,-1,-3.8
14.6,4.6,2.4,1.5,0.4,0.7,42.9,74.7,44.2,104,92,0.3,-0.5
9.9,5.9,2,4.1,0,1,40.2,83,40.7,108,95,-1.1,-3.4
8,3.5,2.4,0.5,0.1,0.2,40.2,66.3,41.9,110,93,-1.9,-6.4
11,2.1,1.4,0.3,0.4,0.2,49.4,58.3,49.4,103,93,-0.2,-3.1
12.1,8.2,3.4,2.1,0.2,0.8,49,65.1,49.5,107,104,3.2,-0.5
17.9,13.2,7.2,1.4,1.8,0.5,46.7,71.5,46.7,100,102,13.9,0
26.4,23.7,10.9,2.5,2.3,0.6,58.2,52.7,58.2,101,113,74,5
9.7,4.7,3.2,1.3,0.2,0.5,43,77.7,50.1,105,103,0.4,-1.1
18,5.7,4.8,1.3,1,0.4,51.8,74.8,52.4,104,109,6,1.9
8.3,1.8,1.4,0.2,0.1,0.1,39.7,74.3,39.7,111,102,-0.3,-6.3
13.4,9.7,9.5,2.5,0.3,1.1,47.1,76.1,47.4,102,105,35.3,1.5
11.2,3.2,3.5,0.9,0.2,0.3,57.6,61.7,57.6,103,115,3.3,0.7
6.6,1.3,1.2,0.2,0,0.1,44.4,0,44.4,108,91,-0.1,-8.4
18.7,8,6.2,0.5,1.2,0.4,57.4,65.8,57.4,103,116,1.6,1.1
16.5,13.3,8.4,3.7,0.9,0.9,46.3,69.3,49.5,104,106,36.3,2.5
9.1,2.2,1.7,0.2,0.7,0.2,49.3,56.8,49.3,108,101,-0.3,-3.8
-6.1,1,0.3,0.3,0,0.3,33.3,100,33.3,104,46,0,-15.8
5.2,3,2.1,0.3,0.1,0.3,36.4,62.5,46.3,108,98,-0.7,-3.8
17,12,9.7,0.8,1.6,0.7,51.2,58.6,51.2,103,106,7.6,-0.4
16.1,12,5,0.9,0.9,0.3,51.6,68.7,51.7,110,101,-1.6,-4
7.6,6.8,2.1,2.4,0.2,0.8,38.9,92.9,44.3,114,91,-0.3,-5.5
9.6,6.7,3,1,0.4,0.8,38.3,71.1,43.8,111,97,-0.1,-2.6
17.1,13.5,7,1.7,0.7,0.5,45.8,79.7,50.3,105,112,15.7,1.4
16.8,17.5,4.6,3.9,0.5,1.7,44.4,79.5,49.7,106,103,10.2,1.1
23.6,21.8,11.1,2.5,3.1,1.7,51.2,71.2,51.3,98,108,77.1,4.9
12.6,9.5,5.3,2.5,0.3,0.7,49.2,80.8,49.2,107,109,13.1,-0.1
10.7,4.4,4.1,0.5,1.7,0.3,47.9,60.7,47.9,106,95,0.2,-1.9
1,1.3,0.6,0.1,0,0.1,31,78.3,31,111,78,-0.4,-9.2
8.1,3.3,1,1,0.1,0.4,38.8,70.5,39.4,110,90,-1.3,-6.4
8.1,1.8,0.7,1.3,0,0.3,32,76.5,34,111,87,-0.3,-7
9.9,4.2,1,0.7,0,0.3,40.7,77.2,43.2,111,97,-0.8,-5.6
10.9,3.8,1.5,2.3,0,0.5,41,79.2,41.2,108,105,-4.6,-3.8
10.7,8.3,6.8,0.7,1.4,0.5,43.5,59.7,43.5,104,88,-8.3,-4.5
16.2,9.9,4.9,1.9,0.5,0.7,47.8,75.5,54.7,105,110,7.4,1.6
14.5,1.8,1.8,0.5,0.2,0.1,65.2,40,65.2,111,118,0,-2.1
7.7,3,2.3,0.7,0.2,0.5,58.3,100,58.3,108,97,0,-4.1
13.4,9.7,3.7,1.5,0.3,0.8,46.8,78.7,46.8,107,106,5.4,-0.4
9.4,2.9,1.1,0.3,0.1,0.2,44.3,59.6,44.6,105,90,-0.3,-5.4
11.9,2.8,2.5,0.5,0.5,0.4,48.5,59.7,48.5,104,105,0,-1.7
9.8,6.5,3,1.2,0.1,0.4,42,70.7,49.2,115,102,-0.6,-3.3
13.1,4.6,5.5,0.6,1.7,0.3,48.6,56.9,48.6,100,105,10,0.7
5.9,2,0.5,1.8,0,0.3,60,0,80,112,98,0,-5.4
10.9,8.3,3.5,0.7,0.3,0.7,41.5,78.6,48.7,110,104,-0.7,-2.5
14.2,5.4,4.9,1.6,1.3,0.9,56.7,52.1,56.8,102,110,28.4,3.4
13.1,8.5,3.2,0.8,0.6,0.5,42.3,74.4,46,109,103,-0.9,-2.3
10,4.5,1.3,2.1,0,0.4,41.2,81.6,43.8,113,99,-6.2,-5.4
8.3,3.6,1.3,1,0.1,0.3,37,71.2,42.8,110,96,-0.5,-5.1
14.4,11.7,6.7,2.8,0.5,0.9,48.1,62.9,48.8,107,103,11.2,0.5
10.3,1.3,0.8,0.2,0.2,0.3,28.1,80,28.1,106,91,-0.1,-4.9
9.4,2.8,1.5,0.6,0.3,0.5,44.2,53.8,53.5,108,106,0,-2
16.7,11.3,6.8,1.7,0.6,0.5,51.3,74.3,51.4,104,111,13.3,1
11.1,3.1,2.9,0.3,0.4,0.3,41.7,56.5,41.9,110,99,-0.5,-5.5
10.5,1.4,2.1,0.1,0.2,0.2,49.5,65.9,49.5,101,104,-0.4,-4.7
14.6,6.9,5.8,1.3,0.3,0.7,46.9,75,46.9,105,109,9.5,-0.3
15,8.9,2,4.6,0.1,1.1,42.5,78.7,43.9,107,100,-0.6,-2.2
7.3,2.9,1,0.6,0,0.3,38.3,83.3,42.5,109,96,-0.2,-5.5
10.6,5.5,1.4,1,0.1,0.3,42.1,74.6,42.6,111,95,-1.7,-6.2
12.9,4.2,2.7,0.7,0.2,0.4,41,73.6,48.2,102,106,2.7,-0.1
