,Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
1104,Tony Dumas,2,0,0,0,0,0,0,0,0,0,156,7.3,1.3,1.2,0.1,0.4,0.7,1140,198.0,186,19,65,102,40.4,60.8,32.7,45.4,114,101,-1.6,-4.8,12.0,1.3
1105,Andy Duncan,4,0,0,0,0,0,0,0,0,0,136,5.5,2.1,0.7,,,,746,30.0,101,,,,40.8,59.6,,,,,,,,6.8
1106,Tim Duncan,4,0,0,15,15,15,0,0,0,2,1392,19.0,10.8,3.0,2.2,0.7,0.0,26496,15091.0,4225,3020,1025,30,50.6,69.6,17.9,50.7,96,110,89.3,5.5,24.2,206.4
1107,Mike Dunleavy,1,0,0,0,0,0,0,0,0,0,438,8.0,1.6,3.9,0.1,0.8,0.4,3496,689.0,1723,25,329,142,46.7,81.0,33.9,49.2,109,108,0.2,-1.9,14.0,16.1
1108,Mike Dunleavy,2,0,0,0,0,0,0,0,0,0,986,11.2,4.3,2.2,0.3,0.7,1.3,11048,4211.0,2185,324,719,1304,44.1,80.3,37.7,51.4,107,109,15.9,0.3,13.9,58.5
1109,Kris Dunn,1,1,0,0,0,0,0,0,0,0,139,8.0,3.1,4.0,0.5,1.4,0.5,1113,435.0,550,64,193,67,42.0,69.8,30.5,45.1,108,94,0.7,-1.2,11.7,1.2
1110,Pat Dunn,2,0,0,0,0,0,0,0,0,0,28,2.5,1.1,1.0,,,,70,31.0,28,,,,31.1,82.4,,,,,,,9.4,-0.1
1111,T.R. Dunn,2,0,0,0,0,3,0,0,0,0,993,5.1,4.4,1.6,0.3,1.3,0.0,5033,4371.0,1631,252,1316,1,45.7,72.5,5.0,45.7,107,110,18.5,1.2,10.4,39.8
1112,Ronald Dupree,3,0,0,0,0,0,0,0,0,0,157,3.5,2.2,0.6,0.2,0.4,0.0,555,339.0,100,29,57,5,42.7,55.9,38.5,43.2,103,95,-0.6,-3.5,10.2,1.9
1113,Kevin Durant,2,1,0,9,8,0,4,0,0,1,806,27.2,7.2,4.0,1.1,1.1,1.9,21921,5767.0,3243,893,920,1497,49.1,88.4,38.3,54.0,105,117,53.8,5.1,25.3,135.9
1114,John Duren,1,0,0,0,0,0,0,0,0,0,201,3.5,1.1,2.0,0.1,0.5,0.0,712,226.0,411,11,104,3,43.5,75.0,12.0,43.7,113,92,-2.9,-5.8,6.9,-0.8
1115,Jarrett Durham,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,0.0,0,0.0,0,,,0,,,,,,,,,-52.7,0.0
1116,Pat Durham,3,0,0,0,0,0,0,0,0,0,64,5.0,1.7,0.9,0.5,0.6,0.1,323,108.0,57,33,37,5,46.9,66.7,19.2,47.9,112,101,-0.2,-2.8,11.4,0.7
1117,Devin Durrant,3,0,0,0,0,0,0,0,0,0,63,5.0,2.1,1.3,0.2,0.3,0.0,317,132.0,85,10,22,0,41.4,68.9,0.0,41.4,110,91,-0.7,-5.3,8.6,-0.2
1118,Ken Durrett,3,0,0,0,0,0,0,0,0,0,120,4.0,1.9,0.5,0.1,0.2,,484,233.0,54,13,22,,43.4,63.7,,,100,,-0.9,-5.7,10.7,0.6
1119,Dennis DuVal,1,0,0,0,0,0,0,0,0,0,50,1.9,0.6,0.7,0.1,0.4,,96,31.0,34,4,22,,36.1,66.7,,,94,,-0.1,-3.5,11.2,0.0
1120,Jack Dwan,3,0,0,0,0,0,0,0,0,0,60,4.6,,2.2,,,,276,,129,,,,31.8,49.3,,,,,,,,1.2
1121,Craig Dykema,3,0,0,0,0,0,0,0,0,0,32,1.3,0.4,0.5,0.0,0.1,0.1,43,12.0,15,0,2,2,45.9,77.8,50.0,48.6,106,106,-0.1,-4.6,11.1,0.2
1122,Gene Dyker,4,0,0,0,0,0,0,0,0,0,11,1.5,1.5,0.5,,,,16,16.0,5,,,,23.1,50.0,,,,,,,0.4,-0.3
1123,Jerome Dyson,1,0,0,0,0,0,0,0,0,0,9,7.4,2.1,2.0,0.2,1.2,0.1,67,19.0,18,2,11,1,39.6,77.8,12.5,40.6,103,91,-0.1,-3.1,11.3,0.1
1124,Ledell Eackles,2,0,0,0,0,0,0,0,0,0,441,10.8,2.2,1.7,0.1,0.6,0.3,4783,979.0,740,31,249,137,44.5,76.7,33.6,46.1,112,104,-3.2,-3.4,13.8,10.8
1125,Jim Eakins,4,0,0,1,0,0,0,0,0,0,767,10.8,7.3,1.8,1.0,0.5,0.0,8255,5578.0,1345,450,192,0,50.4,78.8,0.0,50.4,104,112,8.7,1.5,16.5,57.5
1126,Acie Earl,5,0,0,0,0,0,0,0,0,0,193,5.1,2.7,0.3,0.7,0.3,0.0,980,517.0,61,126,63,0,40.3,66.7,0.0,40.3,109,93,-3.1,-6.9,10.6,0.3
1127,Ed Earle,4,0,0,0,0,0,0,0,0,0,2,2.0,1.0,0.0,,,,4,2.0,0,,,,50.0,50.0,,,,,,,15.0,0.0
1128,Cleanthony Early,3,0,0,0,0,0,0,0,0,0,56,4.3,2.2,0.8,0.3,0.5,0.5,241,123.0,42,15,26,26,34.6,75.0,26.3,39.8,109,85,-0.8,-5.7,7.2,-0.6
1129,Penny Early,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,0.0,0,0.0,0,,,0,,,,,,,,,,0.0
1130,Mark Eaton,5,0,0,1,0,5,0,0,0,0,875,6.0,7.9,1.0,3.5,0.4,0.0,5216,6939.0,840,3064,368,0,45.8,64.9,0.0,45.8,100,97,22.4,1.5,10.9,44.8
1131,Jerry Eaves,1,0,0,0,0,0,0,0,0,0,168,6.7,1.2,2.5,0.0,0.5,0.0,1132,208.0,414,8,85,1,47.2,77.3,7.1,47.2,110,101,-1.9,-4.8,11.8,2.6
1132,Devin Ebanks,3,0,0,0,0,0,0,0,0,0,63,3.6,1.9,0.4,0.2,0.3,0.1,224,122.0,24,12,18,8,38.5,72.2,22.2,40.4,107,96,-0.5,-4.7,9.6,0.5
1133,Bill Ebben,1,0,0,0,0,0,0,0,0,0,8,1.9,1.0,0.5,,,,15,8.0,4,,,,21.4,75.0,,,,,,,1.1,-0.2
1134,Al Eberhard,3,0,0,0,0,0,0,0,0,0,220,6.8,3.5,0.8,0.2,0.7,,1490,760.0,175,35,158,,43.3,79.7,,,102,105,-0.6,-2.5,11.2,5.3
1135,Ndudi Ebi,3,0,0,0,0,0,0,0,0,0,19,2.1,1.0,0.2,0.3,0.1,0.0,40,19.0,4,5,1,0,48.6,46.2,0.0,48.6,104,96,-0.1,-5.4,14.6,0.1
1136,Roy Ebron,5,0,0,0,0,0,0,0,0,0,40,6.2,4.4,0.5,0.8,0.4,0.0,249,176.0,19,32,16,0,48.8,51.2,0.0,48.8,102,104,0.0,-1.9,18.7,1.3
1137,Jarell Eddie,3,0,0,0,0,0,0,0,0,0,34,2.6,0.9,0.1,0.0,0.2,0.6,87,31.0,5,1,7,19,30.2,94.1,29.2,41.3,109,99,-0.2,-5.6,10.1,0.2
1138,Patrick Eddie,5,0,0,0,0,0,0,0,0,0,4,1.0,0.3,0.0,0.0,0.0,0.0,4,1.0,0,0,0,0,22.2,,,22.2,110,55,-0.1,-24.9,-8.8,-0.1
1139,Dike Eddleman,3,0,0,2,0,0,0,0,0,0,267,12.1,4.5,2.1,,,,3224,915.0,551,,,,35.2,63.0,,,,,,,10.9,7.3
1140,Kenton Edelin,3,0,0,0,0,0,0,0,0,0,10,1.1,2.6,1.0,0.4,0.5,0.0,11,26.0,10,4,5,0,30.8,37.5,,30.8,107,93,0.0,-2.1,3.3,0.1
1141,Charles Edge,3,0,0,0,0,0,0,0,0,0,155,7.7,6.3,0.7,0.7,0.8,0.0,1201,981.0,109,105,117,0,50.2,63.2,0.0,50.2,104,106,0.9,-0.8,16.3,6.5
1142,Bobby Edmonds,3,0,0,0,0,0,0,0,0,0,75,7.7,5.0,0.4,,,0.0,580,378.0,29,,,1,43.4,65.1,16.7,43.5,,,,,12.1,2.5
1143,Keith Edmonson,2,0,0,0,0,0,0,0,0,0,87,6.0,1.5,0.6,0.1,0.4,0.0,522,127.0,56,13,37,0,44.8,71.9,0.0,44.8,111,98,-0.6,-4.6,12.6,0.4
1144,Tyus Edney,1,0,0,0,0,0,0,0,0,0,226,7.6,1.7,4.0,0.0,1.0,0.3,1728,393.0,910,6,217,65,40.5,80.6,32.2,42.8,110,104,-0.9,-2.7,13.6,6.8
1145,Bill Edwards,4,0,0,0,0,0,0,0,0,0,3,2.0,4.7,1.3,0.3,1.0,0.0,6,14.0,4,1,3,0,11.1,40.0,0.0,11.1,103,48,-0.1,-10.4,-0.4,-0.3
1146,Blue Edwards,3,0,0,0,0,0,0,0,0,0,704,10.8,3.4,2.0,0.4,1.0,0.4,7585,2376.0,1409,297,728,304,47.5,77.9,33.5,49.9,109,103,5.7,-0.8,12.8,24.2
1147,Corsley Edwards,5,0,0,0,0,0,0,0,0,0,10,2.7,2.5,0.3,0.4,0.3,0.0,27,25.0,3,4,3,0,32.3,58.3,,32.3,107,93,-0.1,-5.2,8.6,0.1
1148,Doug Edwards,4,0,0,0,0,0,0,0,0,0,85,2.4,1.8,0.7,0.3,0.2,0.0,203,153.0,60,27,17,0,37.8,70.9,0.0,37.8,108,92,-0.6,-4.6,8.4,0.2
1149,Franklin Edwards,1,0,0,0,0,0,0,0,0,0,296,6.1,1.0,2.6,0.1,0.8,0.0,1802,300.0,774,21,249,1,44.9,79.5,3.0,44.9,109,99,-2.1,-3.9,12.6,3.9
1150,James Edwards,5,0,0,0,0,0,0,0,0,0,1168,12.7,5.1,1.3,0.7,0.4,0.0,14862,6004.0,1499,867,420,1,49.5,69.8,4.8,49.5,107,106,0.3,-2.0,14.7,59.7
1151,Jay Edwards,2,0,0,0,0,0,0,0,0,0,4,1.8,0.5,1.0,0.0,0.3,0.0,7,2.0,4,0,1,0,42.9,33.3,0.0,42.9,111,98,0.0,-5.1,7.8,0.0
1152,John Edwards,5,0,0,0,0,0,0,0,0,0,65,1.5,1.0,0.1,0.3,0.1,0.0,99,67.0,8,19,6,0,44.7,60.0,,44.7,110,93,-0.5,-6.2,6.0,0.1
1153,Kevin Edwards,1,0,0,0,0,0,0,0,0,0,604,10.9,2.7,2.7,0.3,1.4,0.3,6596,1653.0,1609,197,825,176,42.3,80.3,33.5,43.7,108,98,1.6,-1.6,12.7,12.5
1154,Shane Edwards,3,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0,0,0,0,0,33.3,,,33.3,114,64,0.0,-15.2,-1.0,0.0
1155,Vince Edwards,3,1,0,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,1.0,3,1.0,0,0,0,1,50.0,,50.0,75.0,122,157,0.0,2.0,33.0,0.0
1156,Johnny Egan,1,0,0,0,0,0,0,0,0,0,712,7.8,1.8,3.0,,,,5521,1294.0,2102,,,,42.9,80.5,,,,,,,12.1,23.7
1157,Lonnie Eggleston,1,0,0,0,0,0,0,0,0,0,2,2.0,,0.5,,,,4,,1,,,,25.0,66.7,,,,,,,,0.0
1158,Bulbs Ehlers,3,0,0,0,0,0,0,0,0,0,99,8.1,,1.8,,,,800,,177,,,,28.6,61.8,,,,,,,,3.0
1159,Craig Ehlo,2,0,0,0,0,0,0,0,0,0,873,8.6,3.6,2.8,0.3,1.1,0.7,7492,3139.0,2456,232,989,621,45.3,68.9,36.9,50.0,106,106,16.8,1.2,13.4,41.2
1160,Rich Eichhorst,1,0,0,0,0,0,0,0,0,0,1,2.0,1.0,3.0,,,,2,1.0,3,,,,50.0,,,,,,,,12.2,0.0
1161,Howard Eisley,1,0,0,0,0,0,0,0,0,0,786,6.5,1.7,3.5,0.1,0.7,0.7,5116,1324.0,2748,83,540,516,40.7,82.7,35.0,46.3,107,101,-1.0,-2.2,11.5,19.5
1162,Obinna Ekezie,5,0,0,0,0,0,0,0,0,0,143,3.6,2.7,0.2,0.2,0.3,0.0,510,383.0,31,27,38,0,42.3,72.0,0.0,42.3,109,101,-1.5,-6.1,11.2,1.7
1163,Khalid El-Amin,1,0,0,0,0,0,0,0,0,0,50,6.3,1.6,2.9,0.0,1.0,0.6,314,81.0,145,2,48,28,37.0,77.8,33.3,41.5,108,97,-0.4,-3.8,12.2,0.6
1164,Don Eliason,4,0,0,0,0,0,0,0,0,0,1,0.0,,0.0,,,,0,,0,,,,0.0,,,,,,,,,0.0
1165,Mario Elie,3,0,0,0,0,0,0,0,0,0,732,8.6,2.8,2.6,0.2,0.9,0.8,6265,2017.0,1875,129,671,574,47.3,85.4,36.5,53.7,107,116,13.7,0.9,13.1,48.9
1166,Ray Ellefson,5,0,0,0,0,0,0,0,0,0,6,1.0,2.7,0.0,,,,6,8.0,0,,,,11.1,100.0,,,,,,,,-0.1
1167,Henry Ellenson,4,1,0,0,0,0,0,0,0,0,59,3.8,2.2,0.5,0.0,0.1,0.5,223,131.0,28,1,6,32,36.4,79.5,32.3,43.6,108,92,-0.7,-7.2,9.9,0.0
1168,Wayne Ellington,2,1,0,0,0,0,0,0,0,0,612,8.0,2.2,1.1,0.1,0.5,1.4,4898,1351.0,666,45,325,874,40.9,85.1,38.0,50.9,112,106,-0.6,-2.2,11.1,15.9
1169,Bob Elliott,5,0,0,0,0,0,0,0,0,0,141,7.0,3.6,1.4,0.2,0.5,0.0,980,502.0,204,34,69,2,49.4,64.9,33.3,49.6,106,100,-0.1,-2.1,12.3,3.0
1170,Sean Elliott,3,0,0,2,0,0,0,0,0,0,742,14.2,4.3,2.6,0.4,0.8,0.8,10544,3204.0,1897,284,576,589,46.5,79.9,37.5,50.0,107,110,16.1,0.6,13.9,55.7
1171,Bo Ellis,4,0,0,0,0,0,0,0,0,0,168,3.6,2.9,0.7,0.5,0.4,0.0,613,482.0,113,84,69,0,43.1,73.1,0.0,43.1,102,96,-0.2,-2.4,10.2,2.5
1172,Boo Ellis,4,0,0,0,0,0,0,0,0,0,118,5.1,5.2,0.7,,,,607,616.0,86,,,,40.2,69.5,,,,,,,12.8,3.1
1173,Dale Ellis,2,0,0,1,1,0,0,0,0,0,1209,15.7,3.5,1.4,0.2,0.8,1.4,19004,4201.0,1746,183,974,1719,47.9,78.4,40.3,53.6,111,114,20.5,0.3,16.0,84.7
1174,Harold Ellis,3,0,0,0,0,0,0,0,0,0,145,5.8,2.0,0.6,0.1,1.1,0.0,840,291.0,89,18,159,1,52.7,65.3,4.8,52.8,108,111,1.3,0.7,16.4,4.6
1175,Joe Ellis,4,0,0,0,0,0,0,0,0,0,524,8.8,5.1,1.4,0.2,0.7,,4623,2686.0,716,9,33,,39.8,72.7,,,96,,-0.4,-5.2,12.1,5.0
1176,LaPhonso Ellis,4,0,0,0,0,0,0,0,0,0,624,11.9,6.5,1.6,0.8,0.7,0.4,7410,4032.0,981,477,433,241,45.2,73.0,30.2,47.1,106,104,7.1,-0.4,14.6,32.8
1177,LeRon Ellis,5,0,0,0,0,0,0,0,0,0,91,3.0,2.4,0.3,0.4,0.3,0.0,277,220.0,29,37,25,0,43.3,61.3,,43.3,106,102,-0.3,-3.2,11.9,1.2
1178,Leroy Ellis,5,0,0,0,0,0,0,0,0,0,1048,9.7,8.3,1.3,0.8,0.8,,10176,8709.0,1405,151,146,,44.2,72.8,,,97,,1.9,-0.7,13.2,46.3
1179,Monta Ellis,2,0,0,0,0,0,0,0,0,0,833,17.8,3.5,4.6,0.3,1.7,0.9,14858,2874.0,3856,281,1409,737,45.1,77.2,31.4,48.0,109,103,12.3,-0.3,16.0,41.9
1180,Pervis Ellison,4,0,0,0,0,0,0,0,0,0,474,9.5,6.7,1.5,1.6,0.6,0.0,4494,3170.0,691,752,293,1,51.0,68.9,5.0,51.0,106,105,7.4,0.5,15.2,21.8
1181,Len Elmore,4,0,0,0,0,0,0,0,0,0,658,6.0,5.1,0.9,1.0,0.9,0.0,3948,3360.0,616,674,582,1,41.0,72.6,20.0,41.0,99,95,3.1,-1.0,11.5,18.9
1182,Francisco Elson,5,0,0,0,0,0,0,0,0,0,472,3.7,3.5,0.6,0.5,0.5,0.0,1726,1638.0,260,255,228,3,47.8,70.0,18.8,47.9,103,100,0.8,-1.6,10.0,11.7
1183,Darrell Elston,2,0,0,0,0,0,0,0,0,0,77,7.8,2.2,2.6,0.1,1.1,0.0,601,169.0,204,9,83,3,40.2,75.2,16.7,40.4,109,91,-0.8,-3.6,8.7,-0.3
1184,Melvin Ely,4,0,0,0,0,0,0,0,0,0,375,5.3,3.2,0.7,0.6,0.3,0.0,1992,1215.0,261,209,99,0,46.0,62.5,0.0,46.0,108,97,-2.4,-3.6,10.6,4.0
1185,Joel Embiid,5,1,0,1,1,1,0,0,0,0,128,23.3,10.8,3.0,1.9,0.7,1.1,2976,1383.0,383,247,84,139,48.0,78.3,31.4,51.3,102,107,4.7,2.8,23.7,12.5
1186,Wayne Embry,5,0,1,5,0,0,0,0,0,0,831,12.5,9.1,1.4,,,,10380,7544.0,1194,,,,44.0,64.0,,,,,,,15.1,37.8
1187,Andre Emmett,2,0,0,0,0,0,0,0,0,0,14,1.4,0.6,0.1,0.1,0.1,0.0,20,8.0,1,1,2,0,46.2,61.5,0.0,46.2,109,101,-0.1,-6.8,8.5,0.1
1188,Ned Endress,3,0,0,0,0,0,0,0,0,0,16,0.9,,0.3,,,,14,,4,,,,12.0,53.3,,,,,,,,-0.1
1189,Chris Engler,5,0,0,0,0,0,0,0,0,0,195,1.8,2.0,0.2,0.2,0.2,0.0,343,386.0,45,42,32,0,41.1,67.7,,41.1,108,92,-1.4,-5.8,7.2,0.6
1190,Wayne Englestad,4,0,0,0,0,0,0,0,0,0,11,2.5,1.5,0.6,0.0,0.1,0.0,28,16.0,7,0,1,0,37.9,60.0,,37.9,107,96,0.0,-5.1,12.4,0.0
1191,A.J. English,2,0,0,0,0,0,0,0,0,0,151,9.9,2.1,2.1,0.2,0.4,0.1,1502,315.0,320,24,57,9,43.5,77.8,13.8,43.8,113,99,-2.4,-5.1,11.6,1.1
1192,Alex English,3,0,1,8,3,0,1,0,0,0,1193,21.5,5.5,3.6,0.7,0.9,0.0,25613,6538.0,4351,833,1067,18,50.7,83.2,21.7,50.7,110,111,35.6,1.7,19.9,100.7
1193,Claude English,4,0,0,0,0,0,0,0,0,0,18,1.5,1.1,0.3,,,,27,20.0,6,,,,26.2,71.4,,,,,,,3.8,-0.3
1194,Jo Jo English,2,0,0,0,0,0,0,0,0,0,50,3.6,1.1,0.9,0.3,0.4,0.2,179,54.0,46,13,18,11,41.6,55.6,34.4,44.7,105,87,-0.6,-5.9,6.4,0.0
1195,Kim English,2,0,0,0,0,0,0,0,0,0,41,2.9,0.9,0.6,0.1,0.4,0.3,119,37.0,26,3,16,14,37.5,72.4,28.0,43.8,110,96,-0.2,-4.2,7.9,0.2
1196,Scott English,3,0,0,0,0,0,0,0,0,0,105,5.6,4.0,1.0,0.3,0.7,0.0,593,423.0,107,20,50,1,41.4,77.0,10.0,41.4,107,95,-0.3,-2.9,11.9,0.9
1197,Gene Englund,4,0,0,0,0,0,0,0,0,0,46,7.8,,0.9,,,,360,,41,,,,38.0,79.2,,,,,,,,4.2
1198,James Ennis,3,1,0,0,0,0,0,0,0,0,243,6.6,3.1,0.9,0.3,0.6,0.8,1597,764.0,218,69,155,188,45.8,80.3,35.9,53.6,110,114,1.9,-0.5,11.6,10.2
1199,Tyler Ennis,1,0,0,0,0,0,0,0,0,0,186,4.2,1.3,1.9,0.1,0.5,0.4,779,250.0,359,18,98,66,41.9,76.8,31.7,46.3,110,97,-1.5,-4.6,10.3,1.3
1200,Ray Epps,3,0,0,0,0,0,0,0,0,0,13,2.0,0.4,0.2,0.0,0.1,,26,5.0,2,0,1,,43.5,75.0,,,107,102,-0.1,-6.9,7.9,0.1
1201,Semih Erden,5,0,0,0,0,0,0,0,0,0,69,3.8,2.8,0.4,0.4,0.4,0.0,262,190.0,29,29,25,0,54.6,59.4,,54.6,103,104,0.0,-2.0,10.1,1.8
1202,Bo Erias,3,0,0,0,0,0,0,0,0,0,18,8.2,4.6,1.4,,,,148,83.0,26,,,,34.7,63.8,,,,,,,8.9,-0.1
1203,Keith Erickson,3,0,0,0,0,0,0,0,0,0,766,9.5,4.5,2.6,0.2,0.9,,7251,3449.0,1991,45,222,,43.5,76.9,,,100,,2.0,-0.7,12.2,25.2
1204,Julius Erving,3,0,1,16,7,1,0,0,0,4,1243,24.2,8.5,4.2,1.7,2.0,0.1,30026,10525.0,5176,1941,2272,134,50.6,77.7,29.8,50.9,100,112,79.9,6.2,23.6,181.1
1205,Evan Eschmeyer,5,0,0,0,0,0,0,0,0,0,153,2.8,3.9,0.5,0.6,0.5,0.0,421,601.0,76,95,69,0,46.3,62.1,,46.3,102,105,0.5,-1.1,10.6,4.0
1206,Jack Eskridge,5,0,0,0,0,0,0,0,0,0,23,2.8,,0.6,,,,64,,14,,,,36.2,70.0,,,,,,,,0.6
1207,Vincenzo Esposito,1,0,0,0,0,0,0,0,0,0,30,3.9,0.5,0.8,0.0,0.2,0.4,116,16.0,23,0,7,13,36.0,79.5,23.2,42.5,117,84,-0.6,-10.5,5.2,-0.6
1208,Drew Eubanks,4,1,0,0,0,0,0,0,0,0,7,3.1,1.1,0.1,0.0,0.1,0.0,22,8.0,1,0,1,0,81.8,66.7,,81.8,111,136,0.0,-0.9,25.6,0.2
1209,Billy Evans,1,0,0,0,0,0,0,0,0,0,53,1.9,0.7,1.9,,,0.0,102,39.0,100,,,0,36.8,54.3,0.0,36.8,,,,,4.1,0.4
1210,Bob Evans,1,0,0,0,0,0,0,0,0,0,47,3.0,,1.2,,,,142,,55,,,,28.0,68.2,,,,,,,,-0.3
1211,Brian Evans,3,0,0,0,0,0,0,0,0,0,102,3.7,1.6,0.8,0.2,0.3,0.4,375,164.0,77,18,35,37,38.1,82.0,34.3,43.0,106,103,-0.1,-2.2,11.8,1.7
1212,Earl Evans,4,0,0,0,0,0,0,0,0,0,36,4.4,2.1,1.0,0.0,0.4,0.2,157,75.0,37,1,14,7,45.0,57.1,38.9,47.5,110,95,-0.2,-4.3,10.3,0.1
1213,Jacob Evans,2,1,0,0,0,0,0,0,0,0,19,0.5,0.4,0.6,0.1,0.1,0.1,9,7.0,11,1,1,1,20.0,0.0,20.0,22.5,115,65,-0.2,-10.8,-1.3,-0.2
1214,Jawun Evans,1,1,0,0,0,0,0,0,0,0,52,4.5,1.8,2.1,0.1,0.7,0.3,235,94.0,108,6,38,15,34.6,77.6,26.8,37.5,111,89,-0.6,-5.0,6.9,-0.3
1215,Jeremy Evans,3,0,0,0,0,0,0,0,0,0,250,3.5,2.6,0.4,0.5,0.4,0.0,879,641.0,107,121,90,6,56.9,68.7,23.1,57.3,107,122,2.0,1.0,17.3,8.2
1216,Maurice Evans,3,0,0,0,0,0,0,0,0,0,562,6.7,2.5,0.7,0.2,0.5,0.8,3747,1384.0,420,88,294,426,44.2,78.5,36.3,50.8,110,113,2.2,-1.2,11.9,21.7
1217,Mike Evans,1,0,0,0,0,0,0,0,0,0,591,7.7,1.4,2.6,0.1,0.7,0.4,4531,808.0,1514,51,430,231,45.2,80.7,30.7,48.0,110,101,-3.7,-3.5,12.0,9.3
1218,Reggie Evans,4,0,0,0,0,0,0,0,0,0,809,4.1,7.1,0.6,0.1,0.7,0.0,3289,5765.0,458,115,566,1,46.5,52.8,9.1,46.6,104,103,0.0,-2.0,11.7,27.1
1219,Tyreke Evans,1,1,0,0,0,0,0,0,0,0,556,16.1,4.7,5.0,0.4,1.3,0.8,8966,2609.0,2762,214,714,464,44.2,76.0,32.2,47.2,109,104,13.1,1.0,17.4,28.4
1220,Daniel Ewing,2,0,0,0,0,0,0,0,0,0,127,3.4,1.2,1.4,0.1,0.5,0.3,431,158.0,174,10,69,36,38.9,78.0,29.5,43.3,106,92,-0.7,-3.7,8.3,0.8
1221,Patrick Ewing,5,0,1,11,7,3,0,0,0,0,1183,21.0,9.8,1.9,2.4,1.0,0.0,24815,11607.0,2215,2894,1136,19,50.4,74.0,15.2,50.5,99,106,40.9,2.0,21.0,126.4
1222,Patrick Ewing,3,0,0,0,0,0,0,0,0,0,7,0.4,0.3,0.3,0.1,0.0,0.0,3,2.0,2,1,0,0,0.0,75.0,0.0,0.0,109,64,0.0,-9.3,0.6,-0.1
1223,Dante Exum,1,1,0,0,0,0,0,0,0,0,196,5.9,1.7,2.2,0.2,0.4,0.7,1151,342.0,429,33,83,146,40.0,75.9,30.4,46.9,109,97,-1.2,-3.2,8.0,2.4
1224,Christian Eyenga,3,0,0,0,0,0,0,0,0,0,51,6.3,2.7,0.8,0.6,0.7,0.5,320,137.0,40,33,37,26,41.1,61.1,27.7,45.0,111,88,-0.5,-4.0,8.6,-0.4
1225,Festus Ezeli,5,0,0,0,0,0,0,0,0,0,170,4.2,4.3,0.4,1.0,0.3,0.0,712,725.0,63,166,48,0,51.3,55.7,,51.3,102,107,0.6,-1.1,13.4,5.9
1226,Johnny Ezersky,3,0,0,0,0,0,0,0,0,0,135,7.6,,1.3,,,,1031,,169,,,,28.8,66.9,,,,,,,,1.5
1227,Joe Fabel,3,0,0,0,0,0,0,0,0,0,30,2.1,,0.1,,,,63,,2,,,,26.0,50.0,,,,,,,,-0.2
1228,John Fairchild,3,0,0,0,0,0,0,0,0,0,165,6.6,3.2,0.7,,,0.1,1085,523.0,115,,,14,40.4,68.1,36.8,41.0,,,,,11.9,1.8
1229,Phil Farbman,4,0,0,0,0,0,0,0,0,0,48,3.2,,0.8,,,,155,,36,,,,30.7,67.9,,,,,,,,1.4
1230,Kenneth Faried,4,1,0,0,0,0,0,0,0,0,450,11.3,8.1,1.0,0.8,0.7,0.0,5071,3651.0,451,370,335,2,54.4,65.4,10.0,54.4,106,116,9.1,1.3,19.6,36.1
1231,Dick Farley,2,0,0,0,0,0,0,0,0,0,211,6.5,2.5,1.8,,,,1378,527.0,386,,,,38.4,70.0,,,,,,,12.0,8.2
1232,Jordan Farmar,1,0,0,0,0,0,0,0,0,0,504,7.7,1.9,2.9,0.1,0.8,1.2,3888,958.0,1453,56,391,583,42.3,73.9,37.4,50.7,109,103,1.6,-1.4,13.3,13.9
1233,Desmon Farmer,2,0,0,0,0,0,0,0,0,0,11,2.4,0.6,1.0,0.0,0.1,0.5,26,7.0,11,0,1,5,31.0,100.0,25.0,39.7,111,90,-0.1,-7.6,6.0,0.0
1234,Jim Farmer,2,0,0,0,0,0,0,0,0,0,136,5.3,1.4,0.8,0.0,0.3,0.2,715,186.0,111,4,42,22,42.8,73.0,28.2,44.5,112,99,-1.1,-5.0,10.9,0.7
1235,Mike Farmer,3,0,0,0,0,0,0,0,0,0,423,6.7,4.6,1.3,,,,2816,1950.0,550,,,,39.3,81.4,,,,,,,9.9,6.3
1236,Tony Farmer,4,0,0,0,0,0,0,0,0,0,101,5.3,3.2,0.8,0.2,0.8,0.1,532,327.0,79,20,76,10,39.5,77.0,18.9,40.8,105,108,0.4,-0.8,15.5,3.2
1237,Bob Faught,4,0,0,0,0,0,0,0,0,0,51,6.7,,0.6,,,,343,,33,,,,29.5,57.5,,,,,,,,1.7
1238,Vitor Faverani,5,0,0,0,0,0,0,0,0,0,37,4.4,3.5,0.4,0.7,0.4,0.3,164,128.0,16,27,14,12,43.5,64.9,30.0,47.6,104,92,-0.1,-3.1,11.0,0.3
1239,Derrick Favors,4,1,0,0,0,0,0,0,0,0,590,11.5,7.2,1.1,1.3,0.8,0.0,6800,4224.0,647,749,468,27,52.1,66.1,22.5,52.4,104,110,12.5,1.2,18.7,44.8
